Date,Close/Last,Volume,Open,High,Low
03/31/2023,132.01,602655,129.93,132.07,129.81
03/30/2023,129.84,1087857,129.63,130.07,129.11
03/29/2023,128.64,632348,127.86,128.86,127.52
03/28/2023,126.32,647560,126.71,126.74,125.34
03/27/2023,127.00,1163574,128.16,128.56,126.64
03/24/2023,127.86,1054145,127.20,127.88,126.25
03/23/2023,127.41,1727900,127.47,129.20,126.28
03/22/2023,125.85,2601024,127.63,129.63,125.83
03/21/2023,127.61,3538974,126.64,127.81,126.01
03/20/2023,125.78,910178,125.12,125.94,124.22
03/17/2023,125.63,2094690,126.13,127.20,124.82
03/16/2023,126.20,1138694,122.59,126.37,122.28
03/15/2023,122.94,1379174,121.21,123.11,120.67
03/14/2023,122.27,1065029,121.12,122.55,120.75
03/13/2023,119.55,2472958,117.91,121.11,117.35
03/10/2023,118.74,1956481,120.45,121.0677,118.26
03/09/2023,120.37,770611,122.72,123.80,120.07
03/08/2023,122.53,522466,122.11,122.75,121.35
03/07/2023,121.93,3501273,123.46,123.805,121.661
03/06/2023,123.45,1120462,123.87,125.0587,123.36
03/03/2023,123.30,697531,121.54,123.38,121.3197
03/02/2023,120.87,630335,118.74,121.125,118.65
03/01/2023,119.78,612177,120.62,120.9055,119.40
02/28/2023,120.79,701791,120.67,121.80,120.5696
02/27/2023,120.93,661377,121.41,121.96,120.69
02/24/2023,120.05,1010223,119.98,120.49,119.3299
02/23/2023,122.08,776594,122.58,122.64,120.3601
02/22/2023,121.02,1764920,121.22,121.90,120.40
02/21/2023,121.01,893588,122.26,122.86,120.90
02/17/2023,123.90,1586628,123.83,124.19,122.65
02/16/2023,124.79,585741,125.23,126.86,124.72
02/15/2023,127.18,462278,125.45,127.23,125.22
02/14/2023,126.21,603246,124.65,126.59,123.90
02/13/2023,125.31,893761,123.87,125.51,123.39
02/10/2023,123.32,597540,123.19,124.01,122.31
02/09/2023,124.13,956033,127.14,127.14,123.50
02/08/2023,125.22,1015070,126.93,127.28,124.95
02/07/2023,127.49,4281478,124.84,127.9485,124.42
02/06/2023,124.87,978260,124.87,125.84,124.38
02/03/2023,125.99,1305391,125.36,128.51,125.31
02/02/2023,128.20,1880015,126.56,129.05,126.22
02/01/2023,123.82,1414361,121.12,124.82,120.26
01/31/2023,121.22,961863,119.50,121.24,119.44
01/30/2023,119.39,555047,120.48,121.07,119.28
01/27/2023,121.87,1474903,120.15,122.70,120.08
01/26/2023,120.69,749235,119.825,120.75,118.71
01/25/2023,118.39,604745,116.70,118.62,115.67
01/24/2023,118.64,706111,118.23,119.07,118.00
01/23/2023,118.86,731690,116.65,119.3891,116.35
01/20/2023,116.31,547620,113.86,116.43,113.44
01/19/2023,113.20,547460,113.57,114.09,112.69
01/18/2023,114.32,491132,116.56,117.11,114.23
01/17/2023,115.84,844161,115.55,116.34,115.0572
01/13/2023,115.60,608216,113.76,115.675,113.70
01/12/2023,114.81,910044,114.55,115.20,112.66
01/11/2023,114.24,536654,112.80,114.24,112.36
01/10/2023,112.27,463788,110.90,112.28,110.70
01/09/2023,111.34,1815533,111.49,113.24,111.045
01/06/2023,110.54,1068796,108.36,111.01,107.14
01/05/2023,107.70,848878,108.57,108.66,107.48
